gene	SRR7646229	SRR7646230	SRR7646231	SRR7646232	SRR7646233	SRR7646234	SRR7646235	SRR7646236	SRR7646237	SRR7646238	SRR7646239	SRR7646240	SRR7646241	SRR7646242	SRR7646243	SRR7646244	SRR7646245	SRR7646246	SRR7646247	SRR7646248	SRR7646249	SRR7646250	SRR7646251	SRR7646252	SRR7646253	SRR7646254	SRR7646255	SRR7646256	SRR7646257	SRR7646258
ENSG00000258663	14.151808922567573	1.9287563658469415	13.381277591339822	14.022802107497325	11.323960458635627	13.1206852292916	14.15603498458845	1.9287563658469415	14.450709268961303	14.707491714483286	1.9287563658469415	11.236466402008343	1.9287563658469415	12.608500487035078	1.9287563658469415	1.9287563658469415	1.9287563658469415	12.335327621701534	13.146289076756588	1.9287563658469415	14.252564108943899	13.022268452440557	1.9287563658469415	14.346148107629665	14.937686674574083	1.9287563658469415	14.170353184843613	1.9287563658469415	12.949195141177762	1.9287563658469415
ENSG00000091583	10.127506999646625	6.232421527108767	1.9287563658469415	1.9287563658469415	13.870616472709592	1.9287563658469415	8.882820953103352	1.9287563658469415	10.633161158061766	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	15.23806000074982	16.448208280434226	16.10575128943443	1.9287563658469415	1.9287563658469415	12.407622698707614	13.176200646966917	13.056724213088124	1.9287563658469415	1.9287563658469415	12.671547558492612	15.994115067619546	1.9287563658469415	8.172709781571475	1.9287563658469415	7.725602314351825
ENSG00000165970	5.342710446455931	16.407530850466213	15.816758406604915	15.41415296329008	5.007368969761064	7.665715706422134	3.8681475339736724	5.892292942023704	4.848085007232386	9.853354034557961	16.741076276819562	8.140085315068983	16.151681727241964	4.074428122394489	3.4978593784098218	4.6597850450259575	5.233253197302875	12.116027535961482	17.683931307964375	3.9077450888983587	4.020273473898966	4.700855334955971	12.917634550432002	17.176102593363407	6.629014359303103	4.743096909446019	18.457955856701282	4.790579112406009	17.115436504963782	4.259554938301231
ENSG00000134240	10.96098484026438	6.607079859304164	1.9287563658469415	1.9287563658469415	13.215625973146125	3.7433186384049137	13.229473157724323	1.9287563658469415	14.683669257139893	1.9287563658469415	4.566885859290975	4.138036746025519	1.9287563658469415	4.954340013464942	12.54440366251475	14.692199727953115	14.266564072906524	1.9287563658469415	1.9287563658469415	13.875631110896167	15.254973893748815	15.518761299859937	3.272917602580079	3.7984758805542946	13.840012114547378	14.299675242205895	4.403282475777038	14.023320752244539	1.9287563658469415	5.882938859772337
ENSG00000106341	3.904724208382217	14.782796839156632	10.986013629022548	11.478453785032464	3.3494170131362777	14.579306714842447	3.207525345745865	5.5541738149524384	3.4612345100416815	15.862738489427143	15.415295509378032	14.034061930345695	14.61270907677838	1.9287563658469415	1.9287563658469415	3.7932252666205333	3.575752152058341	11.889629531476869	14.663302930312428	3.378643641771999	1.9287563658469415	1.9287563658469415	14.40087034950531	12.307878035985262	1.9287563658469415	1.9287563658469415	13.051584122902197	4.180893393456757	13.294410249338052	4.741260805791945
ENSG00000118271	13.316591513970659	7.7061133921024085	8.297563736031593	7.364059521480471	16.61375514586289	5.573273212184189	14.530058670935798	5.733218741505853	17.203088369053074	5.060151625032865	5.6514653756104165	1.9287563658469415	4.895255614964992	6.162696425579379	15.064383066348418	17.583962514408366	16.18041642865426	4.377224079241976	8.750377681716866	14.617771701539123	17.64732924340856	14.837241020245992	4.9172786024824955	6.217413196210932	16.594598670923215	18.643230991761683	6.651299255829278	17.74114302174108	5.325079420800266	7.7171940447051695
ENSG00000286190	1.9287563658469415	13.165273914385692	13.344565724969474	14.873200118945201	13.825317931911853	13.049801875190273	1.9287563658469415	12.85855873902932	12.029194559163967	1.9287563658469415	13.63532056798892	13.341673395867671	1.9287563658469415	13.43728902471945	12.203397084972138	12.455387920588462	1.9287563658469415	1.9287563658469415	14.498285993232	8.486632354421602	11.53422522391783	1.9287563658469415	11.792801978507157	14.453488717514176	12.87796890822344	13.683732764796043	1.9287563658469415	14.860730071792835	14.955413511509835	1.9287563658469415
ENSG00000134443	5.396023200574601	17.10760943884359	11.417989937064748	18.103426861734526	5.6817909207056925	12.598764151064628	7.017997441271424	11.76600514772208	6.2350145218526585	17.420384433882244	14.597409571455307	16.81669706929994	19.4017140017783	6.432212826332972	4.999502858056524	5.1106005760660675	5.607419892068521	19.232993582067472	18.328040405122888	11.728986825418698	7.229741942437962	6.028928309728483	15.227384661898444	15.202236483188242	10.283108039144807	5.663454960599752	18.808125541362248	5.7733683052667395	14.486061192365627	5.882938859772337
ENSG00000170893	4.3604355669688895	17.804027667879634	5.864914826133729	15.71578762631858	4.386928310436144	7.558194158538699	3.207525345745865	10.566380982870795	3.821042524835313	8.743464322234637	16.55832172019681	8.356973211907883	5.345773219054191	3.690972155510759	3.9411546765533636	4.605478632038927	4.0355340568944245	4.552172945610698	17.39560046471395	3.378643641771999	4.116025832589532	3.914121841497391	13.88578727238765	16.93800728745327	1.9287563658469415	4.1115641051621115	11.968892952206522	2.9670403429730405	15.525759790906971	4.051103138663481
ENSG00000127831	12.995494514016062	6.3265527440564275	3.683782637730638	1.9287563658469415	14.88300664108903	4.69601280134988	14.760240716155764	4.455779591356997	15.042257843417486	1.9287563658469415	4.131081582472987	5.37064755111193	3.934322125481938	1.9287563658469415	11.205342535492536	14.594658721777558	13.49045143965119	1.9287563658469415	3.926787497084951	15.968237367649655	13.000672216552575	14.807728483472852	4.269924937653377	4.15484087800264	13.452796204300492	14.50738757744593	4.742936534139895	15.197451042903822	5.485950623838372	5.543836564680013
ENSG00000230551	13.150250445376425	12.379031740470362	1.9287563658469415	12.422542634143909	12.543421476371874	12.103762474748208	12.708267580307025	11.407512497250883	13.012321178669056	1.9287563658469415	13.002120301090642	1.9287563658469415	13.096289130453375	1.9287563658469415	12.652108201664015	14.100846265048617	1.9287563658469415	1.9287563658469415	12.701138717012903	1.9287563658469415	12.53725238911365	1.9287563658469415	12.862636417408435	12.575895677733705	1.9287563658469415	1.9287563658469415	1.9287563658469415	10.862916876039025	12.22558590441473	13.016548658581765
ENSG00000145321	6.134788218920375	4.53430161415511	2.582615342965512	3.6612249209431416	14.53810488121642	3.8399387418875484	14.528110697701987	4.7260777215704275	11.09662344647199	3.90961576645108	4.409051209908419	6.894491382041972	4.224485459076887	4.3019729439310765	15.886511083810314	16.257168789816443	14.81619965769504	3.2577991096610788	3.689425929510685	9.64711454052438	16.77786625364718	17.449740753426905	4.462653348617128	3.988985122704707	13.2252593549009	16.830126348144727	4.742936534139895	9.930955673500598	3.1338121252274633	7.80709333889079
ENSG00000171564	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	15.21801879901078	1.9287563658469415	8.020966435960059	1.9287563658469415	4.39729934224582	5.2727101165134105	1.9287563658469415	3.61534192841218	1.9287563658469415	1.9287563658469415	16.53538181511593	14.065374612268524	11.935817051937503	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	14.493607131799646	1.9287563658469415	1.9287563658469415	4.979908967170116	17.202101796620667	4.801862030464478	3.5236258121074706	1.9287563658469415	3.9328769726431796
ENSG00000198758	13.870118660836601	4.771484562222314	3.947257041552092	1.9287563658469415	9.203568127198684	1.9287563658469415	13.34861092846923	3.4147080520184607	14.217502340383179	2.97571333626981	3.2776972274328307	1.9287563658469415	1.9287563658469415	1.9287563658469415	8.219403267122	11.917812850532904	5.687381143913014	1.9287563658469415	1.9287563658469415	14.964075610754403	14.164614309595953	13.733576972609029	3.1027374193930233	4.4347592998165055	13.902364776638311	11.736258519754344	3.7086098158117795	14.531188198441404	1.9287563658469415	3.2969737012421483
ENSG00000198183	14.473616329067221	11.054986913997132	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	13.877280708223534	11.11864284242932	14.486119653136173	1.9287563658469415	12.670901173775814	1.9287563658469415	1.9287563658469415	9.66746403767834	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	13.9831602946762	14.440956224576388	8.65617247505798	6.138328636345245	4.30210560751747	11.414408648346669	1.9287563658469415	8.997558312895682	1.9287563658469415	1.9287563658469415	1.9287563658469415
ENSG00000139352	5.13851454284198	15.305605304959023	14.797392377033665	14.606548949799084	4.1538218880145585	15.294615006859221	6.036779426249174	14.537711956096839	4.32884745489802	16.32661714308106	13.624052512623335	14.588604709987083	15.312254274790455	7.345094697639968	4.531422201977931	4.428307383653081	3.372784425318252	15.975841298956926	14.578403686840264	5.555106199128808	3.9168494211969493	4.921131145211506	14.219805216583142	14.799337214487755	6.923295003877479	7.047841473468797	15.794886005211595	4.734783920313297	15.012380198907875	4.159449419584187
ENSG00000171540	16.123099932485736	15.663588066388789	16.366968377348986	16.177237122921987	5.62411955983373	16.026210193751783	15.848130927434134	16.2332814209721	16.50559355018931	15.202346710242866	16.58398212631	13.613580143734307	14.439639401663957	3.690972155510759	4.999502858056524	4.762378838616212	4.270080006893355	14.900728006701904	15.674659470922636	16.363293100732474	16.012810720220735	15.696397031714193	16.266227122018975	15.900755627042683	15.876740523406426	3.708727035496037	16.169306406317297	5.085285195142687	16.640054058489532	4.807357322081546
ENSG00000241388	13.726612199233445	6.3265527440564275	2.582615342965512	3.544983874008434	13.196388963342246	3.7433186384049137	14.44403241644799	3.2686831559875844	14.02640800914353	3.1980027328095377	3.042835354836151	2.8659305066554164	2.9901582562821947	4.817831040807461	12.572019417115165	13.24204862190302	13.185841718035988	3.089326778718403	2.985747863394194	13.815308577999268	13.65530158305523	13.729892561947782	3.1027374193930233	1.9287563658469415	13.827857310917022	13.665905910825403	3.9479121786991493	13.595065795148686	4.842285177771291	6.386750570857425
ENSG00000168878	5.342710446455931	18.207221414907824	12.482270856877218	9.25672739175908	12.941710223346218	16.366308719533468	4.840789916892574	6.183235320979471	5.397945560746323	7.228336464700921	6.651097554658594	9.634111324901982	12.449206495858501	15.771120897340047	3.8104036453305774	16.370734784023465	4.643279671651459	6.387080784849157	7.563457250207124	9.219009710170399	4.288843190252678	3.6779310131985903	14.676856642215123	5.734046816270367	1.9287563658469415	4.1115641051621115	13.585431550677143	5.212278349911414	13.143740435445523	20.68310456830097
ENSG00000203618	1.9287563658469415	1.9287563658469415	12.779413389088976	13.29108965432226	12.336119260211227	12.868633798981167	11.93448097355497	12.714955290002726	1.9287563658469415	11.958931390636451	1.9287563658469415	11.603821823011744	11.37594060105535	11.100626741987346	12.34713118287458	13.234834347354782	1.9287563658469415	12.742190762488132	12.006462589819762	1.9287563658469415	1.9287563658469415	1.9287563658469415	12.94647770137257	12.160373220927449	1.9287563658469415	11.781649129101757	1.9287563658469415	12.947654374751256	1.9287563658469415	8.508423464695817
ENSG00000142484	12.54538394204831	1.9287563658469415	3.5816522356746554	1.9287563658469415	11.393717118426352	1.9287563658469415	12.768416409316256	3.953922217708617	14.69202045555876	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	6.755315263869638	12.669008784032114	10.068620523145336	3.089326778718403	1.9287563658469415	12.87194363072847	13.656953991594971	13.082518135140306	2.8957703017482013	4.30210560751747	12.545454143942253	10.637856183218698	3.7086098158117795	14.492156946284164	1.9287563658469415	3.0591055235816502
ENSG00000277586	18.139349176660794	7.535648823909168	4.954796399870301	6.621171833712015	13.37117945858427	5.077576877772478	16.311240458053685	8.867262823236517	16.888028680812457	13.283604864653238	4.023715445603948	8.754459894268944	4.533184072166126	4.3019729439310765	13.612743711061752	14.562399579908126	15.017534560782366	11.125228677991254	3.689425929510685	18.153939201730882	16.261772865927092	14.942672098961877	3.272917602580079	6.181284216877901	16.436722974703947	8.83158540088955	5.982158053206068	12.736072928748928	6.536490394224476	7.242049550318356
ENSG00000198743	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	10.085606826360367	1.9287563658469415	1.9287563658469415	13.134732822348447	1.9287563658469415	1.9287563658469415	1.9287563658469415	13.170376937924763	12.22658516520383	1.9287563658469415	1.9287563658469415	1.9287563658469415	12.129256116772613	12.964458506857431	1.9287563658469415	13.014133270104383	1.9287563658469415	1.9287563658469415	1.9287563658469415	11.467701276064782	13.55432355378288	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415
ENSG00000233290	1.9287563658469415	11.811024775670523	9.603003658991403	13.003816383142873	1.9287563658469415	7.7543545429009555	1.9287563658469415	1.9287563658469415	1.9287563658469415	13.028888332940808	8.395597452025656	9.364143460788146	13.26641014793822	1.9287563658469415	3.3030589283283827	1.9287563658469415	1.9287563658469415	12.901641298698419	13.79064075873996	1.9287563658469415	1.9287563658469415	1.9287563658469415	11.065804715215856	11.515062982523347	3.7731114561320447	1.9287563658469415	13.618455462283581	1.9287563658469415	6.315938290924115	1.9287563658469415
ENSG00000163497	3.738158823132905	4.715900556377401	4.293040607137091	4.19413670653758	16.71331420655291	5.698369878452788	4.099622290193385	4.993197541207491	3.4612345100416815	4.965243050866839	4.409051209908419	6.528504419651314	3.2151761876834426	15.092262394039192	15.87567968465853	16.185427935432617	17.013691526039043	5.389906874134302	3.8137574126275218	7.284605589803498	6.472058048456756	5.62740533068804	4.733381727724915	5.117991558210679	5.702481097827624	15.56319074421843	5.545731610066223	15.969068840755277	5.06388246771541	9.190496491736102
ENSG00000174502	3.4354630712771277	15.350128768521023	4.663320410611383	15.51133922699848	6.311649341847167	12.726738136915884	4.233820558350742	8.568680990665728	4.099521375416417	17.552592417517126	10.749499165482042	6.208947116667094	14.76755748080507	8.419855180941678	3.9411546765533636	7.5125840861629225	3.575752152058341	10.912112825076111	14.306916462582487	11.607660191804328	3.680406021764192	4.113103731391805	8.611368624987223	13.013080849125833	5.4890265129504385	1.9287563658469415	15.07963624696398	1.9287563658469415	14.327628932886071	13.702291564862215
ENSG00000118702	14.353959036892519	11.443459015538204	1.9287563658469415	4.995051743126588	1.9287563658469415	8.377487947870792	10.907319618771478	8.234586054137557	19.602219005742196	1.9287563658469415	6.3253551628401805	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	3.1177036830989424	1.9287563658469415	1.9287563658469415	1.9287563658469415	1.9287563658469415	11.814012647966212	1.9287563658469415	6.728193303878061	1.9287563658469415	13.085939324935444	1.9287563658469415	7.128932576884957	1.9287563658469415	1.9287563658469415	1.9287563658469415
